,place,ym,gt_visit
642,(T&W)_MUSEUM_STORE,2004_09,8901.0
643,(T&W)_MUSEUM_STORE,2004_10,6825.0
644,(T&W)_MUSEUM_STORE,2004_11,94.0
646,(T&W)_MUSEUM_STORE,2005_01,189.0
647,(T&W)_MUSEUM_STORE,2005_02,104.0
648,(T&W)_MUSEUM_STORE,2005_03,4179.0
650,V&A_TOTAL,2004_04,284814.0
651,V&A_TOTAL,2004_05,177050.0
652,V&A_TOTAL,2004_06,185439.0
653,V&A_TOTAL,2004_07,243459.0
654,V&A_TOTAL,2004_08,194578.0
655,V&A_TOTAL,2004_09,156413.0
656,V&A_TOTAL,2004_10,274796.0
657,V&A_TOTAL,2004_11,196472.0
658,V&A_TOTAL,2004_12,145915.0
659,V&A_TOTAL,2005_01,225170.0
660,V&A_TOTAL,2005_02,197585.0
661,V&A_TOTAL,2005_03,190028.0
663,(V&A)_SOUTH_KENSINGTON,2004_04,236125.0
664,(V&A)_SOUTH_KENSINGTON,2004_05,149149.0
665,(V&A)_SOUTH_KENSINGTON,2004_06,153784.0
666,(V&A)_SOUTH_KENSINGTON,2004_07,202924.0
667,(V&A)_SOUTH_KENSINGTON,2004_08,144806.0
668,(V&A)_SOUTH_KENSINGTON,2004_09,127515.0
669,(V&A)_SOUTH_KENSINGTON,2004_10,226986.0
670,(V&A)_SOUTH_KENSINGTON,2004_11,163851.0
671,(V&A)_SOUTH_KENSINGTON,2004_12,120279.0
672,(V&A)_SOUTH_KENSINGTON,2005_01,183633.0
673,(V&A)_SOUTH_KENSINGTON,2005_02,148514.0
674,(V&A)_SOUTH_KENSINGTON,2005_03,153679.0
676,(V&A)_CHILDHOOD,2004_04,26642.0
677,(V&A)_CHILDHOOD,2004_05,12172.0
678,(V&A)_CHILDHOOD,2004_06,14983.0
679,(V&A)_CHILDHOOD,2004_07,17540.0
680,(V&A)_CHILDHOOD,2004_08,24505.0
681,(V&A)_CHILDHOOD,2004_09,11533.0
682,(V&A)_CHILDHOOD,2004_10,27196.0
683,(V&A)_CHILDHOOD,2004_11,17956.0
684,(V&A)_CHILDHOOD,2004_12,12804.0
685,(V&A)_CHILDHOOD,2005_01,22252.0
686,(V&A)_CHILDHOOD,2005_02,27843.0
687,(V&A)_CHILDHOOD,2005_03,20001.0
689,(V&A)_THEATRE,2004_04,22047.0
690,(V&A)_THEATRE,2004_05,15729.0
691,(V&A)_THEATRE,2004_06,16672.0
692,(V&A)_THEATRE,2004_07,22995.0
693,(V&A)_THEATRE,2004_08,25267.0
694,(V&A)_THEATRE,2004_09,17365.0
695,(V&A)_THEATRE,2004_10,20614.0
696,(V&A)_THEATRE,2004_11,14665.0
697,(V&A)_THEATRE,2004_12,12832.0
698,(V&A)_THEATRE,2005_01,19285.0
699,(V&A)_THEATRE,2005_02,21228.0
700,(V&A)_THEATRE,2005_03,16348.0
715,WALLACE_COLLECTION,2004_04,60197.0
716,WALLACE_COLLECTION,2004_05,22555.0
717,WALLACE_COLLECTION,2004_06,21473.0
718,WALLACE_COLLECTION,2004_07,20632.0
719,WALLACE_COLLECTION,2004_08,20226.0
720,WALLACE_COLLECTION,2004_09,19223.0
721,WALLACE_COLLECTION,2004_10,28190.0
722,WALLACE_COLLECTION,2004_11,21448.0
723,WALLACE_COLLECTION,2004_12,18233.0
724,WALLACE_COLLECTION,2005_01,19149.0
725,WALLACE_COLLECTION,2005_02,18492.0
726,WALLACE_COLLECTION,2005_03,18191.0
728,MUSEUM_OF_LONDON,2004_04,34158.0
729,MUSEUM_OF_LONDON,2004_05,31006.0
730,MUSEUM_OF_LONDON,2004_06,30417.0
731,MUSEUM_OF_LONDON,2004_07,38545.0
732,MUSEUM_OF_LONDON,2004_08,38014.0
733,MUSEUM_OF_LONDON,2004_09,30916.0
734,MUSEUM_OF_LONDON,2004_10,47732.0
735,MUSEUM_OF_LONDON,2004_11,43130.0
736,MUSEUM_OF_LONDON,2004_12,31183.0
737,MUSEUM_OF_LONDON,2005_01,33103.0
738,MUSEUM_OF_LONDON,2005_02,47901.0
739,MUSEUM_OF_LONDON,2005_03,43585.0
741,MUSEUM_IN _DOCKLANDS,2004_04,8450.0
742,MUSEUM_IN _DOCKLANDS,2004_05,9461.0
743,MUSEUM_IN _DOCKLANDS,2004_06,16400.0
744,MUSEUM_IN _DOCKLANDS,2004_07,7868.0
745,MUSEUM_IN _DOCKLANDS,2004_08,7840.0
746,MUSEUM_IN _DOCKLANDS,2004_09,6396.0
747,MUSEUM_IN _DOCKLANDS,2004_10,10246.0
748,MUSEUM_IN _DOCKLANDS,2004_11,6871.0
749,MUSEUM_IN _DOCKLANDS,2004_12,4729.0
750,MUSEUM_IN _DOCKLANDS,2005_01,9343.0
751,MUSEUM_IN _DOCKLANDS,2005_02,9929.0
752,MUSEUM_IN _DOCKLANDS,2005_03,9323.0
767,BRITISH_MUSEUM,2005_04,372676.0
768,BRITISH_MUSEUM,2005_05,414362.0
769,BRITISH_MUSEUM,2005_06,390743.0
770,BRITISH_MUSEUM,2005_07,400081.0
771,BRITISH_MUSEUM,2005_08,359917.0
772,BRITISH_MUSEUM,2005_09,320651.0
773,BRITISH_MUSEUM,2005_10,405798.0
774,BRITISH_MUSEUM,2005_11,365994.0
775,BRITISH_MUSEUM,2005_12,377364.0
776,BRITISH_MUSEUM,2006_01,360700.0
777,BRITISH_MUSEUM,2006_02,328462.0
778,BRITISH_MUSEUM,2006_03,388734.0
780,GEFFRYE_MUSEUM,2005_04,5778.0
781,GEFFRYE_MUSEUM,2005_05,5136.0
782,GEFFRYE_MUSEUM,2005_06,5371.0
783,GEFFRYE_MUSEUM,2005_07,4629.0
784,GEFFRYE_MUSEUM,2005_08,5004.0
785,GEFFRYE_MUSEUM,2005_09,5203.0
786,GEFFRYE_MUSEUM,2005_10,6194.0
787,GEFFRYE_MUSEUM,2005_11,6883.0
788,GEFFRYE_MUSEUM,2005_12,11527.0
789,GEFFRYE_MUSEUM,2006_01,7545.0
790,GEFFRYE_MUSEUM,2006_02,10378.0
791,GEFFRYE_MUSEUM,2006_03,5760.0
793,HORNIMAN_MUSEUM,2005_04,22371.0
794,HORNIMAN_MUSEUM,2005_05,23981.0
795,HORNIMAN_MUSEUM,2005_06,23739.0
796,HORNIMAN_MUSEUM,2005_07,31196.0
797,HORNIMAN_MUSEUM,2005_08,36276.0
798,HORNIMAN_MUSEUM,2005_09,16611.0
799,HORNIMAN_MUSEUM,2005_10,27244.0
800,HORNIMAN_MUSEUM,2005_11,19170.0
801,HORNIMAN_MUSEUM,2005_12,15861.0
802,HORNIMAN_MUSEUM,2006_01,19194.0
803,HORNIMAN_MUSEUM,2006_02,24929.0
804,HORNIMAN_MUSEUM,2006_03,22296.0
806,IWM_TOTAL,2005_04,187915.0
807,IWM_TOTAL,2005_05,223600.0
808,IWM_TOTAL,2005_06,179361.0
809,IWM_TOTAL,2005_07,205863.0
810,IWM_TOTAL,2005_08,174454.0
811,IWM_TOTAL,2005_09,152206.0
812,IWM_TOTAL,2005_10,191164.0
813,IWM_TOTAL,2005_11,117738.0
814,IWM_TOTAL,2005_12,91267.0
815,IWM_TOTAL,2006_01,97767.0
816,IWM_TOTAL,2006_02,144401.0
817,IWM_TOTAL,2006_03,140774.0
819,IWM_LONDON,2005_04,84140.0
820,IWM_LONDON,2005_05,78886.0
821,IWM_LONDON,2005_06,61496.0
822,IWM_LONDON,2005_07,51093.0
823,IWM_LONDON,2005_08,48046.0
824,IWM_LONDON,2005_09,39296.0
825,IWM_LONDON,2005_10,63431.0
826,IWM_LONDON,2005_11,50658.0
827,IWM_LONDON,2005_12,42096.0
828,IWM_LONDON,2006_01,47670.0
829,IWM_LONDON,2006_02,63908.0
830,IWM_LONDON,2006_03,59809.0
832,HMS_BELFAST_(IWM),2005_04,24555.0
833,HMS_BELFAST_(IWM),2005_05,27412.0
834,HMS_BELFAST_(IWM),2005_06,26253.0
835,HMS_BELFAST_(IWM),2005_07,20185.0
836,HMS_BELFAST_(IWM),2005_08,20110.0
837,HMS_BELFAST_(IWM),2005_09,14780.0
838,HMS_BELFAST_(IWM),2005_10,23680.0
839,HMS_BELFAST_(IWM),2005_11,11637.0
840,HMS_BELFAST_(IWM),2005_12,12428.0
841,HMS_BELFAST_(IWM),2006_01,9848.0
842,HMS_BELFAST_(IWM),2006_02,19465.0
843,HMS_BELFAST_(IWM),2006_03,19140.0
845,CHURCHILL_WAR_ROOMS_(IWM),2005_04,32463.0
846,CHURCHILL_WAR_ROOMS_(IWM),2005_05,35457.0
847,CHURCHILL_WAR_ROOMS_(IWM),2005_06,33256.0
848,CHURCHILL_WAR_ROOMS_(IWM),2005_07,31677.0
849,CHURCHILL_WAR_ROOMS_(IWM),2005_08,23594.0
850,CHURCHILL_WAR_ROOMS_(IWM),2005_09,21735.0
851,CHURCHILL_WAR_ROOMS_(IWM),2005_10,25756.0
852,CHURCHILL_WAR_ROOMS_(IWM),2005_11,22064.0
853,CHURCHILL_WAR_ROOMS_(IWM),2005_12,17051.0
854,CHURCHILL_WAR_ROOMS_(IWM),2006_01,15743.0
855,CHURCHILL_WAR_ROOMS_(IWM),2006_02,21048.0
856,CHURCHILL_WAR_ROOMS_(IWM),2006_03,24630.0
858,IWM_DUXFORD,2005_04,27624.0
859,IWM_DUXFORD,2005_05,60646.0
860,IWM_DUXFORD,2005_06,39785.0
861,IWM_DUXFORD,2005_07,82918.0
862,IWM_DUXFORD,2005_08,56788.0
863,IWM_DUXFORD,2005_09,61053.0
864,IWM_DUXFORD,2005_10,54149.0
865,IWM_DUXFORD,2005_11,17387.0
866,IWM_DUXFORD,2005_12,9755.0
867,IWM_DUXFORD,2006_01,9773.0
868,IWM_DUXFORD,2006_02,17003.0
869,IWM_DUXFORD,2006_03,19216.0
871,IWM_NORTH,2005_04,19133.0
872,IWM_NORTH,2005_05,21199.0
873,IWM_NORTH,2005_06,18571.0
874,IWM_NORTH,2005_07,19990.0
875,IWM_NORTH,2005_08,25916.0
876,IWM_NORTH,2005_09,15342.0
877,IWM_NORTH,2005_10,24148.0
878,IWM_NORTH,2005_11,15992.0
879,IWM_NORTH,2005_12,9937.0
880,IWM_NORTH,2006_01,14733.0
881,IWM_NORTH,2006_02,22977.0
882,IWM_NORTH,2006_03,17979.0
884,NATIONAL_GALLERY,2005_04,455000.0
885,NATIONAL_GALLERY,2005_05,417000.0
886,NATIONAL_GALLERY,2005_06,276000.0
887,NATIONAL_GALLERY,2005_07,332000.0
888,NATIONAL_GALLERY,2005_08,268000.0
889,NATIONAL_GALLERY,2005_09,277000.0
890,NATIONAL_GALLERY,2005_10,299000.0
891,NATIONAL_GALLERY,2005_11,330000.0
892,NATIONAL_GALLERY,2005_12,297000.0
893,NATIONAL_GALLERY,2006_01,291000.0
894,NATIONAL_GALLERY,2006_02,316000.0
895,NATIONAL_GALLERY,2006_03,395000.0
897,NHM_TOTAL,2005_04,317159.0
898,NHM_TOTAL,2005_05,266981.0
899,NHM_TOTAL,2005_06,259160.0
900,NHM_TOTAL,2005_07,274360.0
901,NHM_TOTAL,2005_08,307145.0
902,NHM_TOTAL,2005_09,193935.0
903,NHM_TOTAL,2005_10,286137.0
904,NHM_TOTAL,2005_11,233607.0
905,NHM_TOTAL,2005_12,264335.0
906,NHM_TOTAL,2006_01,265744.0
907,NHM_TOTAL,2006_02,342435.0
908,NHM_TOTAL,2006_03,297719.0
910,(NHM)_SOUTH_KENSINGTON,2005_04,305659.0
911,(NHM)_SOUTH_KENSINGTON,2005_05,260955.0
912,(NHM)_SOUTH_KENSINGTON,2005_06,251676.0
913,(NHM)_SOUTH_KENSINGTON,2005_07,264990.0
914,(NHM)_SOUTH_KENSINGTON,2005_08,293717.0
915,(NHM)_SOUTH_KENSINGTON,2005_09,189039.0
916,(NHM)_SOUTH_KENSINGTON,2005_10,275632.0
917,(NHM)_SOUTH_KENSINGTON,2005_11,227636.0
918,(NHM)_SOUTH_KENSINGTON,2005_12,257977.0
919,(NHM)_SOUTH_KENSINGTON,2006_01,255297.0
920,(NHM)_SOUTH_KENSINGTON,2006_02,328641.0
921,(NHM)_SOUTH_KENSINGTON,2006_03,289426.0
923,(NHM)_TRING,2005_04,11500.0
924,(NHM)_TRING,2005_05,6026.0
925,(NHM)_TRING,2005_06,7484.0
926,(NHM)_TRING,2005_07,9370.0
927,(NHM)_TRING,2005_08,13428.0
928,(NHM)_TRING,2005_09,4896.0
929,(NHM)_TRING,2005_10,10505.0
930,(NHM)_TRING,2005_11,5971.0
931,(NHM)_TRING,2005_12,6358.0
932,(NHM)_TRING,2006_01,10447.0
933,(NHM)_TRING,2006_02,13794.0
934,(NHM)_TRING,2006_03,8293.0
936,ROYAL_MUSEUMS_GREENWICH,2005_04,122806.0
937,ROYAL_MUSEUMS_GREENWICH,2005_05,152802.0
938,ROYAL_MUSEUMS_GREENWICH,2005_06,136695.0
939,ROYAL_MUSEUMS_GREENWICH,2005_07,189436.0
940,ROYAL_MUSEUMS_GREENWICH,2005_08,196001.0
941,ROYAL_MUSEUMS_GREENWICH,2005_09,121580.0
942,ROYAL_MUSEUMS_GREENWICH,2005_10,148604.0
943,ROYAL_MUSEUMS_GREENWICH,2005_11,89541.0
944,ROYAL_MUSEUMS_GREENWICH,2005_12,68277.0
945,ROYAL_MUSEUMS_GREENWICH,2006_01,74300.0
946,ROYAL_MUSEUMS_GREENWICH,2006_02,86406.0
947,ROYAL_MUSEUMS_GREENWICH,2006_03,106594.0
949,NATIONAL_MUSEUMS_LIVERPOOL,2005_04,104430.0
950,NATIONAL_MUSEUMS_LIVERPOOL,2005_05,147284.0
951,NATIONAL_MUSEUMS_LIVERPOOL,2005_06,170482.0
952,NATIONAL_MUSEUMS_LIVERPOOL,2005_07,173873.0
953,NATIONAL_MUSEUMS_LIVERPOOL,2005_08,238626.0
954,NATIONAL_MUSEUMS_LIVERPOOL,2005_09,117167.0
955,NATIONAL_MUSEUMS_LIVERPOOL,2005_10,147622.0
956,NATIONAL_MUSEUMS_LIVERPOOL,2005_11,86210.0
957,NATIONAL_MUSEUMS_LIVERPOOL,2005_12,60749.0
958,NATIONAL_MUSEUMS_LIVERPOOL,2006_01,74267.0
959,NATIONAL_MUSEUMS_LIVERPOOL,2006_02,146942.0
960,NATIONAL_MUSEUMS_LIVERPOOL,2006_03,140480.0
962,SCIENCE_MUSEUM_GROUP_TOTAL,2005_04,317457.0
963,SCIENCE_MUSEUM_GROUP_TOTAL,2005_05,315725.0
964,SCIENCE_MUSEUM_GROUP_TOTAL,2005_06,315052.0
965,SCIENCE_MUSEUM_GROUP_TOTAL,2005_07,342541.0
966,SCIENCE_MUSEUM_GROUP_TOTAL,2005_08,401286.0
967,SCIENCE_MUSEUM_GROUP_TOTAL,2005_09,226653.0
968,SCIENCE_MUSEUM_GROUP_TOTAL,2005_10,353914.0
969,SCIENCE_MUSEUM_GROUP_TOTAL,2005_11,249144.0
970,SCIENCE_MUSEUM_GROUP_TOTAL,2005_12,238888.0
971,SCIENCE_MUSEUM_GROUP_TOTAL,2006_01,235563.0
972,SCIENCE_MUSEUM_GROUP_TOTAL,2006_02,379319.0
973,SCIENCE_MUSEUM_GROUP_TOTAL,2006_03,312582.0
975,NATIONAL_COAL_MINING_MUSEUM,2005_04,10518.0
976,NATIONAL_COAL_MINING_MUSEUM,2005_05,12761.0
977,NATIONAL_COAL_MINING_MUSEUM,2005_06,10837.0
978,NATIONAL_COAL_MINING_MUSEUM,2005_07,12737.0
979,NATIONAL_COAL_MINING_MUSEUM,2005_08,18217.0
980,NATIONAL_COAL_MINING_MUSEUM,2005_09,7096.0
981,NATIONAL_COAL_MINING_MUSEUM,2005_10,12226.0
982,NATIONAL_COAL_MINING_MUSEUM,2005_11,7448.0
983,NATIONAL_COAL_MINING_MUSEUM,2005_12,4758.0
984,NATIONAL_COAL_MINING_MUSEUM,2006_01,4579.0
985,NATIONAL_COAL_MINING_MUSEUM,2006_02,10450.0
986,NATIONAL_COAL_MINING_MUSEUM,2006_03,8000.0
988,SCIENCE_SOUTH_KENSINGTON,2005_04,188948.0
989,SCIENCE_SOUTH_KENSINGTON,2005_05,178130.0
990,SCIENCE_SOUTH_KENSINGTON,2005_06,180159.0
991,SCIENCE_SOUTH_KENSINGTON,2005_07,179873.0
992,SCIENCE_SOUTH_KENSINGTON,2005_08,169551.0
993,SCIENCE_SOUTH_KENSINGTON,2005_09,111200.0
994,SCIENCE_SOUTH_KENSINGTON,2005_10,186793.0
995,SCIENCE_SOUTH_KENSINGTON,2005_11,144189.0
996,SCIENCE_SOUTH_KENSINGTON,2005_12,143633.0
997,SCIENCE_SOUTH_KENSINGTON,2006_01,148599.0
998,SCIENCE_SOUTH_KENSINGTON,2006_02,199613.0
999,SCIENCE_SOUTH_KENSINGTON,2006_03,189243.0
1001,SCIENCE_NATIONAL_MEDIA_MUSEUM,2005_04,46336.0
1002,SCIENCE_NATIONAL_MEDIA_MUSEUM,2005_05,43021.0
1003,SCIENCE_NATIONAL_MEDIA_MUSEUM,2005_06,48413.0
1004,SCIENCE_NATIONAL_MEDIA_MUSEUM,2005_07,52969.0
1005,SCIENCE_NATIONAL_MEDIA_MUSEUM,2005_08,60720.0
1006,SCIENCE_NATIONAL_MEDIA_MUSEUM,2005_09,40702.0
1007,SCIENCE_NATIONAL_MEDIA_MUSEUM,2005_10,61797.0
1008,SCIENCE_NATIONAL_MEDIA_MUSEUM,2005_11,49996.0
1009,SCIENCE_NATIONAL_MEDIA_MUSEUM,2005_12,42716.0
1010,SCIENCE_NATIONAL_MEDIA_MUSEUM,2006_01,42133.0
1011,SCIENCE_NATIONAL_MEDIA_MUSEUM,2006_02,64793.0
1012,SCIENCE_NATIONAL_MEDIA_MUSEUM,2006_03,61835.0
1014,SCIENCE_NATIONAL_RAILWAY,2005_04,56886.0
1015,SCIENCE_NATIONAL_RAILWAY,2005_05,56009.0
1016,SCIENCE_NATIONAL_RAILWAY,2005_06,57568.0
1017,SCIENCE_NATIONAL_RAILWAY,2005_07,73403.0
1018,SCIENCE_NATIONAL_RAILWAY,2005_08,123590.0
1019,SCIENCE_NATIONAL_RAILWAY,2005_09,54964.0
1020,SCIENCE_NATIONAL_RAILWAY,2005_10,77559.0
1021,SCIENCE_NATIONAL_RAILWAY,2005_11,41252.0
1022,SCIENCE_NATIONAL_RAILWAY,2005_12,29611.0
1023,SCIENCE_NATIONAL_RAILWAY,2006_01,33566.0
1024,SCIENCE_NATIONAL_RAILWAY,2006_02,94920.0
1025,SCIENCE_NATIONAL_RAILWAY,2006_03,45144.0
1027,SCIENCE_LOCOMOTION_SHILDON,2005_04,12586.0
1028,SCIENCE_LOCOMOTION_SHILDON,2005_05,16426.0
1029,SCIENCE_LOCOMOTION_SHILDON,2005_06,14353.0
1030,SCIENCE_LOCOMOTION_SHILDON,2005_07,13966.0
1031,SCIENCE_LOCOMOTION_SHILDON,2005_08,21546.0
1032,SCIENCE_LOCOMOTION_SHILDON,2005_09,11477.0
1033,SCIENCE_LOCOMOTION_SHILDON,2005_10,14852.0
1034,SCIENCE_LOCOMOTION_SHILDON,2005_11,4763.0
1035,SCIENCE_LOCOMOTION_SHILDON,2005_12,7923.0
1036,SCIENCE_LOCOMOTION_SHILDON,2006_01,6474.0
1037,SCIENCE_LOCOMOTION_SHILDON,2006_02,9408.0
1038,SCIENCE_LOCOMOTION_SHILDON,2006_03,7351.0
1053,SCIENCE_SWINDON_(WROUGHTON),2005_04,2183.0
1054,SCIENCE_SWINDON_(WROUGHTON),2005_05,9378.0
1055,SCIENCE_SWINDON_(WROUGHTON),2005_06,3722.0
1056,SCIENCE_SWINDON_(WROUGHTON),2005_07,9593.0
1057,SCIENCE_SWINDON_(WROUGHTON),2005_08,7662.0
1058,SCIENCE_SWINDON_(WROUGHTON),2005_09,1214.0
1059,SCIENCE_SWINDON_(WROUGHTON),2005_10,687.0
1060,SCIENCE_SWINDON_(WROUGHTON),2005_11,1496.0
1061,SCIENCE_SWINDON_(WROUGHTON),2005_12,10247.0
1062,SCIENCE_SWINDON_(WROUGHTON),2006_01,212.0
1063,SCIENCE_SWINDON_(WROUGHTON),2006_02,135.0
1064,SCIENCE_SWINDON_(WROUGHTON),2006_03,1009.0
1066,NATIONAL_PORTRAIT_GALLERY,2005_04,125340.0
1067,NATIONAL_PORTRAIT_GALLERY,2005_05,129486.0
1068,NATIONAL_PORTRAIT_GALLERY,2005_06,106701.0
1069,NATIONAL_PORTRAIT_GALLERY,2005_07,126975.0
1070,NATIONAL_PORTRAIT_GALLERY,2005_08,121926.0
1071,NATIONAL_PORTRAIT_GALLERY,2005_09,129882.0
1072,NATIONAL_PORTRAIT_GALLERY,2005_10,157600.0
1073,NATIONAL_PORTRAIT_GALLERY,2005_11,123446.0
1074,NATIONAL_PORTRAIT_GALLERY,2005_12,112803.0
1075,NATIONAL_PORTRAIT_GALLERY,2006_01,141127.0
1076,NATIONAL_PORTRAIT_GALLERY,2006_02,120144.0
1077,NATIONAL_PORTRAIT_GALLERY,2006_03,133198.0
1079,RA_TOTAL,2005_04,30202.0
1080,RA_TOTAL,2005_05,21773.0
1081,RA_TOTAL,2005_06,37138.0
1082,RA_TOTAL,2005_07,31563.0
1083,RA_TOTAL,2005_08,54835.0
1084,RA_TOTAL,2005_09,31412.0
1085,RA_TOTAL,2005_10,32731.0
1086,RA_TOTAL,2005_11,15878.0
1087,RA_TOTAL,2005_12,13498.0
1088,RA_TOTAL,2006_01,12872.0
1089,RA_TOTAL,2006_02,29310.0
1090,RA_TOTAL,2006_03,17747.0
1092,(RA)_LEEDS,2005_04,21451.0
1093,(RA)_LEEDS,2005_05,13301.0
1094,(RA)_LEEDS,2005_06,27674.0
1095,(RA)_LEEDS,2005_07,21606.0
1096,(RA)_LEEDS,2005_08,39942.0
1097,(RA)_LEEDS,2005_09,22339.0
1098,(RA)_LEEDS,2005_10,25189.0
1099,(RA)_LEEDS,2005_11,12003.0
1100,(RA)_LEEDS,2005_12,10255.0
1101,(RA)_LEEDS,2006_01,10645.0
1102,(RA)_LEEDS,2006_02,25146.0
1103,(RA)_LEEDS,2006_03,14918.0
1105,(RA)_FORT_NELSON,2005_04,8751.0
1106,(RA)_FORT_NELSON,2005_05,8472.0
1107,(RA)_FORT_NELSON,2005_06,9464.0
1108,(RA)_FORT_NELSON,2005_07,9957.0
1109,(RA)_FORT_NELSON,2005_08,14893.0
1110,(RA)_FORT_NELSON,2005_09,9073.0
1111,(RA)_FORT_NELSON,2005_10,7542.0
1112,(RA)_FORT_NELSON,2005_11,3875.0
1113,(RA)_FORT_NELSON,2005_12,3243.0
1114,(RA)_FORT_NELSON,2006_01,2227.0
1115,(RA)_FORT_NELSON,2006_02,4164.0
1116,(RA)_FORT_NELSON,2006_03,2829.0
1144,TATE_TOTAL,2005_04,608435.0
1145,TATE_TOTAL,2005_05,541077.0
1146,TATE_TOTAL,2005_06,517768.0
1147,TATE_TOTAL,2005_07,534737.0
1148,TATE_TOTAL,2005_08,529949.0
1149,TATE_TOTAL,2005_09,519443.0
1150,TATE_TOTAL,2005_10,685109.0
1151,TATE_TOTAL,2005_11,536323.0
1152,TATE_TOTAL,2005_12,450180.0
1153,TATE_TOTAL,2006_01,491014.0
1154,TATE_TOTAL,2006_02,482463.0
1155,TATE_TOTAL,2006_03,515945.0
1157,TATE_BRITAIN,2005_04,247591.0
1158,TATE_BRITAIN,2005_05,179741.0
1159,TATE_BRITAIN,2005_06,74463.0
1160,TATE_BRITAIN,2005_07,86742.0
1161,TATE_BRITAIN,2005_08,83305.0
1162,TATE_BRITAIN,2005_09,78505.0
1163,TATE_BRITAIN,2005_10,171689.0
1164,TATE_BRITAIN,2005_11,170853.0
1165,TATE_BRITAIN,2005_12,129524.0
1166,TATE_BRITAIN,2006_01,140825.0
1167,TATE_BRITAIN,2006_02,119974.0
1168,TATE_BRITAIN,2006_03,140147.0
1170,TATE_MODERN,2005_04,301947.0
1171,TATE_MODERN,2005_05,279248.0
1172,TATE_MODERN,2005_06,359059.0
1173,TATE_MODERN,2005_07,347468.0
1174,TATE_MODERN,2005_08,328504.0
1175,TATE_MODERN,2005_09,351934.0
1176,TATE_MODERN,2005_10,442868.0
1177,TATE_MODERN,2005_11,321294.0
1178,TATE_MODERN,2005_12,286370.0
1179,TATE_MODERN,2006_01,314454.0
1180,TATE_MODERN,2006_02,303749.0
1181,TATE_MODERN,2006_03,321131.0
1183,TATE_LIVERPOOL,2005_04,40907.0
1184,TATE_LIVERPOOL,2005_05,62314.0
1185,TATE_LIVERPOOL,2005_06,60810.0
1186,TATE_LIVERPOOL,2005_07,69290.0
1187,TATE_LIVERPOOL,2005_08,81898.0
1188,TATE_LIVERPOOL,2005_09,62123.0
1189,TATE_LIVERPOOL,2005_10,50104.0
1190,TATE_LIVERPOOL,2005_11,36379.0
1191,TATE_LIVERPOOL,2005_12,27673.0
1192,TATE_LIVERPOOL,2006_01,29625.0
1193,TATE_LIVERPOOL,2006_02,45806.0
1194,TATE_LIVERPOOL,2006_03,39924.0
1196,TATE_ST_IVES,2005_04,17990.0
1197,TATE_ST_IVES,2005_05,19774.0
1198,TATE_ST_IVES,2005_06,23436.0
1199,TATE_ST_IVES,2005_07,31237.0
1200,TATE_ST_IVES,2005_08,36242.0
1201,TATE_ST_IVES,2005_09,26881.0
1202,TATE_ST_IVES,2005_10,20448.0
1203,TATE_ST_IVES,2005_11,7797.0
1204,TATE_ST_IVES,2005_12,6613.0
1205,TATE_ST_IVES,2006_01,6110.0
1206,TATE_ST_IVES,2006_02,12934.0
1207,TATE_ST_IVES,2006_03,14743.0
1209,TYNE_&_WEAR_TOTAL,2005_04,137923.0
1210,TYNE_&_WEAR_TOTAL,2005_05,132289.0
1211,TYNE_&_WEAR_TOTAL,2005_06,143753.0
1212,TYNE_&_WEAR_TOTAL,2005_07,156740.0
1213,TYNE_&_WEAR_TOTAL,2005_08,216859.0
1214,TYNE_&_WEAR_TOTAL,2005_09,130134.0
1215,TYNE_&_WEAR_TOTAL,2005_10,151483.0
1216,TYNE_&_WEAR_TOTAL,2005_11,100283.0
1217,TYNE_&_WEAR_TOTAL,2005_12,92501.0
1218,TYNE_&_WEAR_TOTAL,2006_01,84958.0
1219,TYNE_&_WEAR_TOTAL,2006_02,122902.0
1220,TYNE_&_WEAR_TOTAL,2006_03,99076.0
1222,(T&W)_ARBEIA,2005_04,10474.0
1223,(T&W)_ARBEIA,2005_05,11275.0
1224,(T&W)_ARBEIA,2005_06,14305.0
1225,(T&W)_ARBEIA,2005_07,12043.0
1226,(T&W)_ARBEIA,2005_08,10980.0
1227,(T&W)_ARBEIA,2005_09,8971.0
1228,(T&W)_ARBEIA,2005_10,9257.0
1229,(T&W)_ARBEIA,2005_11,6733.0
1230,(T&W)_ARBEIA,2005_12,3781.0
1231,(T&W)_ARBEIA,2006_01,1864.0
1232,(T&W)_ARBEIA,2006_02,2807.0
1233,(T&W)_ARBEIA,2006_03,3803.0
1235,(T&W)_DISCOVERY,2005_04,38475.0
1236,(T&W)_DISCOVERY,2005_05,31323.0
1237,(T&W)_DISCOVERY,2005_06,38963.0
1238,(T&W)_DISCOVERY,2005_07,40800.0
1239,(T&W)_DISCOVERY,2005_08,51073.0
1240,(T&W)_DISCOVERY,2005_09,26426.0
1241,(T&W)_DISCOVERY,2005_10,39518.0
1242,(T&W)_DISCOVERY,2005_11,30083.0
1243,(T&W)_DISCOVERY,2005_12,31646.0
1244,(T&W)_DISCOVERY,2006_01,25935.0
1245,(T&W)_DISCOVERY,2006_02,45408.0
1246,(T&W)_DISCOVERY,2006_03,30839.0
1248,(T&W)_HANCOCK,2005_04,8098.0
1249,(T&W)_HANCOCK,2005_05,5523.0
1250,(T&W)_HANCOCK,2005_06,5773.0
