,place,Year,month,gt_visit,ym
465,Bighorn_Canyon_NRA,2016,02,7020,2016_02
466,Bighorn_Canyon_NRA,2015,02,4638,2015_02
467,Bighorn_Canyon_NRA,2014,02,2566,2014_02
468,Bighorn_Canyon_NRA,2013,02,4157,2013_02
469,Biscayne_NP,2016,02,30663,2016_02
470,Biscayne_NP,2015,02,29061,2015_02
471,Biscayne_NP,2014,02,41173,2014_02
472,Biscayne_NP,2013,02,29960,2013_02
473,Black_Canyon_of_the_Gunnison_NP,2016,02,3932,2016_02
474,Black_Canyon_of_the_Gunnison_NP,2015,02,4136,2015_02
475,Black_Canyon_of_the_Gunnison_NP,2014,02,4031,2014_02
476,Black_Canyon_of_the_Gunnison_NP,2013,02,3410,2013_02
477,Blue_Ridge_PKWY,2016,02,433266,2016_02
478,Blue_Ridge_PKWY,2015,02,342861,2015_02
479,Blue_Ridge_PKWY,2014,02,234247,2014_02
480,Blue_Ridge_PKWY,2013,02,352042,2013_02
481,Bluestone_NSR,2016,02,59,2016_02
482,Bluestone_NSR,2015,02,37,2015_02
483,Bluestone_NSR,2014,02,178,2014_02
484,Bluestone_NSR,2013,02,100,2013_02
485,Booker_T._Washington_NM,2016,02,822,2016_02
486,Booker_T._Washington_NM,2015,02,971,2015_02
487,Booker_T._Washington_NM,2014,02,1396,2014_02
488,Booker_T._Washington_NM,2013,02,864,2013_02
489,Boston_African_American_NHS,2016,02,4350,2016_02
490,Boston_African_American_NHS,2015,02,3535,2015_02
491,Boston_African_American_NHS,2014,02,4244,2014_02
492,Boston_African_American_NHS,2013,02,3880,2013_02
493,Boston_NHP,2016,02,74507,2016_02
494,Boston_NHP,2015,02,46438,2015_02
495,Boston_NHP,2014,02,67052,2014_02
496,Boston_NHP,2013,02,61900,2013_02
497,Brown_v._Board_of_Education_NHS,2016,02,1673,2016_02
498,Brown_v._Board_of_Education_NHS,2015,02,1678,2015_02
499,Brown_v._Board_of_Education_NHS,2014,02,1858,2014_02
500,Brown_v._Board_of_Education_NHS,2013,02,1277,2013_02
501,Bryce_Canyon_NP,2016,02,11430,2016_02
502,Bryce_Canyon_NP,2015,02,30090,2015_02
503,Bryce_Canyon_NP,2014,02,21066,2014_02
504,Bryce_Canyon_NP,2013,02,17572,2013_02
505,Buck_Island_Reef_NM,2016,02,4122,2016_02
506,Buck_Island_Reef_NM,2015,02,4113,2015_02
507,Buck_Island_Reef_NM,2014,02,3496,2014_02
508,Buck_Island_Reef_NM,2013,02,4239,2013_02
509,Buffalo_NR,2016,02,26255,2016_02
510,Buffalo_NR,2015,02,37059,2015_02
511,Buffalo_NR,2014,02,29049,2014_02
512,Buffalo_NR,2013,02,27558,2013_02
513,Cabrillo_NM,2016,02,76650,2016_02
514,Cabrillo_NM,2015,02,81818,2015_02
515,Cabrillo_NM,2014,02,61866,2014_02
516,Cabrillo_NM,2013,02,69184,2013_02
517,Canaveral_NS,2016,02,136845,2016_02
518,Canaveral_NS,2015,02,110041,2015_02
519,Canaveral_NS,2014,02,109284,2014_02
520,Canaveral_NS,2013,02,74410,2013_02
521,Cane_River_Creole_NHP,2016,02,2146,2016_02
522,Cane_River_Creole_NHP,2015,02,1409,2015_02
523,Cane_River_Creole_NHP,2014,02,1494,2014_02
524,Cane_River_Creole_NHP,2013,02,1739,2013_02
525,Canyon_de_Chelly_NM,2016,02,10786,2016_02
526,Canyon_de_Chelly_NM,2015,02,44377,2015_02
527,Canyon_de_Chelly_NM,2014,02,44237,2014_02
528,Canyon_de_Chelly_NM,2013,02,44475,2013_02
529,Canyonlands_NP,2016,02,14360,2016_02
530,Canyonlands_NP,2015,02,10550,2015_02
531,Canyonlands_NP,2014,02,15632,2014_02
532,Canyonlands_NP,2013,02,6495,2013_02
533,Cape_Cod_NS,2016,02,128564,2016_02
534,Cape_Cod_NS,2015,02,80645,2015_02
535,Cape_Cod_NS,2014,02,100914,2014_02
536,Cape_Cod_NS,2013,02,134885,2013_02
537,Cape_Hatteras_NS,2016,02,65176,2016_02
538,Cape_Hatteras_NS,2015,02,46882,2015_02
539,Cape_Hatteras_NS,2014,02,44236,2014_02
540,Cape_Hatteras_NS,2013,02,53681,2013_02
541,Cape_Lookout_NS,2016,02,6317,2016_02
542,Cape_Lookout_NS,2015,02,6237,2015_02
543,Cape_Lookout_NS,2014,02,6020,2014_02
544,Cape_Lookout_NS,2013,02,5611,2013_02
545,Capitol_Reef_NP,2016,02,15529,2016_02
546,Capitol_Reef_NP,2015,02,15187,2015_02
547,Capitol_Reef_NP,2014,02,10315,2014_02
548,Capitol_Reef_NP,2013,02,7608,2013_02
549,Capulin_Volcano_NM,2016,02,1585,2016_02
550,Capulin_Volcano_NM,2015,02,881,2015_02
551,Capulin_Volcano_NM,2014,02,1116,2014_02
552,Capulin_Volcano_NM,2013,02,943,2013_02
553,Carl_Sandburg_Home_NHS,2016,02,3272,2016_02
554,Carl_Sandburg_Home_NHS,2015,02,3118,2015_02
555,Carl_Sandburg_Home_NHS,2014,02,4463,2014_02
556,Carl_Sandburg_Home_NHS,2013,02,3783,2013_02
557,Carlsbad_Caverns_NP,2016,02,13046,2016_02
558,Carlsbad_Caverns_NP,2015,02,16416,2015_02
559,Carlsbad_Caverns_NP,2014,02,16157,2014_02
560,Carlsbad_Caverns_NP,2013,02,14541,2013_02
561,Casa_Grande_Ruins_NM,2016,02,12121,2016_02
562,Casa_Grande_Ruins_NM,2015,02,12830,2015_02
563,Casa_Grande_Ruins_NM,2014,02,11565,2014_02
564,Casa_Grande_Ruins_NM,2013,02,12925,2013_02
565,Castillo_de_San_Marcos_NM,2016,02,68241,2016_02
566,Castillo_de_San_Marcos_NM,2015,02,70966,2015_02
567,Castillo_de_San_Marcos_NM,2014,02,56236,2014_02
568,Castillo_de_San_Marcos_NM,2013,02,56677,2013_02
569,Castle_Clinton_NM,2016,02,178651,2016_02
570,Castle_Clinton_NM,2015,02,138134,2015_02
571,Castle_Clinton_NM,2014,02,141069,2014_02
572,Castle_Clinton_NM,2013,02,0,2013_02
573,Catoctin_Mountain_Park,2016,02,5492,2016_02
574,Catoctin_Mountain_Park,2015,02,5896,2015_02
575,Catoctin_Mountain_Park,2014,02,1778,2014_02
576,Catoctin_Mountain_Park,2013,02,5028,2013_02
577,Cedar_Breaks_NM,2016,02,9522,2016_02
578,Cedar_Breaks_NM,2015,02,5964,2015_02
579,Cedar_Breaks_NM,2014,02,6895,2014_02
580,Cedar_Breaks_NM,2013,02,6848,2013_02
581,Cesar_E._Chavez_NM,2016,02,1679,2016_02
582,Cesar_E._Chavez_NM,2015,02,496,2015_02
583,Cesar_E._Chavez_NM,2014,02,445,2014_02
584,Cesar_E._Chavez_NM,2013,02,461,2013_02
585,Chaco_Culture_NHP,2016,02,1717,2016_02
586,Chaco_Culture_NHP,2015,02,1317,2015_02
587,Chaco_Culture_NHP,2014,02,960,2014_02
588,Chaco_Culture_NHP,2013,02,782,2013_02
589,Chamizal_NMEM,2016,02,5758,2016_02
590,Chamizal_NMEM,2015,02,4967,2015_02
591,Chamizal_NMEM,2014,02,9452,2014_02
592,Chamizal_NMEM,2013,02,5215,2013_02
593,Channel_Islands_NP,2016,02,20168,2016_02
594,Channel_Islands_NP,2015,02,21653,2015_02
595,Channel_Islands_NP,2014,02,21183,2014_02
596,Channel_Islands_NP,2013,02,10671,2013_02
597,Charles_Pinckney_NHS,2016,02,3353,2016_02
598,Charles_Pinckney_NHS,2015,02,3723,2015_02
599,Charles_Pinckney_NHS,2014,02,3092,2014_02
600,Charles_Pinckney_NHS,2013,02,2535,2013_02
601,Chattahoochee_River_NRA,2016,02,134134,2016_02
602,Chattahoochee_River_NRA,2015,02,159831,2015_02
603,Chattahoochee_River_NRA,2014,02,204449,2014_02
604,Chattahoochee_River_NRA,2013,02,213668,2013_02
605,Chesapeake_&_Ohio_Canal_NHP,2016,02,193151,2016_02
606,Chesapeake_&_Ohio_Canal_NHP,2015,02,136421,2015_02
607,Chesapeake_&_Ohio_Canal_NHP,2014,02,172468,2014_02
608,Chesapeake_&_Ohio_Canal_NHP,2013,02,201559,2013_02
609,Chickamauga_&_Chattanooga_NMP,2016,02,66074,2016_02
610,Chickamauga_&_Chattanooga_NMP,2015,02,62472,2015_02
611,Chickamauga_&_Chattanooga_NMP,2014,02,64465,2014_02
612,Chickamauga_&_Chattanooga_NMP,2013,02,62924,2013_02
613,Chickasaw_NRA,2016,02,52098,2016_02
614,Chickasaw_NRA,2015,02,47153,2015_02
615,Chickasaw_NRA,2014,02,61144,2014_02
616,Chickasaw_NRA,2013,02,52699,2013_02
617,Chiricahua_NM,2016,02,5684,2016_02
618,Chiricahua_NM,2015,02,6711,2015_02
619,Chiricahua_NM,2014,02,4699,2014_02
620,Chiricahua_NM,2013,02,3177,2013_02
621,Christiansted_NHS,2016,02,12115,2016_02
622,Christiansted_NHS,2015,02,11503,2015_02
623,Christiansted_NHS,2014,02,10154,2014_02
624,Christiansted_NHS,2013,02,11890,2013_02
625,City_of_Rocks_NRES,2016,02,550,2016_02
626,City_of_Rocks_NRES,2015,02,550,2015_02
627,City_of_Rocks_NRES,2014,02,490,2014_02
628,City_of_Rocks_NRES,2013,02,350,2013_02
629,Clara_Barton_NHS,2016,02,0,2016_02
630,Clara_Barton_NHS,2015,02,186,2015_02
631,Clara_Barton_NHS,2014,02,866,2014_02
632,Clara_Barton_NHS,2013,02,1127,2013_02
633,Colonial_NHP,2016,02,107444,2016_02
634,Colonial_NHP,2015,02,106662,2015_02
635,Colonial_NHP,2014,02,107270,2014_02
636,Colonial_NHP,2013,02,127407,2013_02
637,Colorado_NM,2016,02,17144,2016_02
638,Colorado_NM,2015,02,25051,2015_02
639,Colorado_NM,2014,02,18574,2014_02
640,Colorado_NM,2013,02,13680,2013_02
641,Congaree_NP,2016,02,6556,2016_02
642,Congaree_NP,2015,02,6068,2015_02
643,Congaree_NP,2014,02,7710,2014_02
644,Congaree_NP,2013,02,6197,2013_02
645,Congaree_NP,2012,02,6641,2012_02
646,Coronado_NMEM,2016,02,13078,2016_02
647,Coronado_NMEM,2015,02,13345,2015_02
648,Coronado_NMEM,2014,02,10216,2014_02
649,Coronado_NMEM,2013,02,8058,2013_02
650,Cowpens_NB,2016,02,10822,2016_02
651,Cowpens_NB,2015,02,9346,2015_02
652,Cowpens_NB,2014,02,12669,2014_02
653,Cowpens_NB,2013,02,12321,2013_02
654,Crater_Lake_NP,2016,02,7170,2016_02
655,Crater_Lake_NP,2015,02,8635,2015_02
656,Crater_Lake_NP,2014,02,4592,2014_02
657,Crater_Lake_NP,2013,02,5566,2013_02
658,Craters_of_the_Moon_NM,2016,02,5189,2016_02
659,Craters_of_the_Moon_NM,2015,02,4200,2015_02
660,Craters_of_the_Moon_NM,2014,02,3234,2014_02
661,Craters_of_the_Moon_NM,2013,02,3293,2013_02
662,Cumberland_Gap_NHP,2016,02,33542,2016_02
663,Cumberland_Gap_NHP,2015,02,32329,2015_02
664,Cumberland_Gap_NHP,2014,02,39264,2014_02
665,Cumberland_Gap_NHP,2013,02,34627,2013_02
666,Curecanti_NRA,2016,02,19116,2016_02
667,Curecanti_NRA,2015,02,16434,2015_02
668,Curecanti_NRA,2014,02,17841,2014_02
669,Curecanti_NRA,2013,02,16786,2013_02
670,Cuyahoga_Valley_NP,2016,02,83784,2016_02
671,Cuyahoga_Valley_NP,2015,02,72272,2015_02
672,Cuyahoga_Valley_NP,2014,02,81166,2014_02
673,Cuyahoga_Valley_NP,2013,02,78012,2013_02
674,Dayton_Aviation_Heritage_NHP,2016,02,2600,2016_02
675,Dayton_Aviation_Heritage_NHP,2015,02,2023,2015_02
676,Dayton_Aviation_Heritage_NHP,2014,02,1013,2014_02
677,Dayton_Aviation_Heritage_NHP,2013,02,1896,2013_02
678,De_Soto_NMEM,2016,02,25399,2016_02
679,De_Soto_NMEM,2015,02,40929,2015_02
680,De_Soto_NMEM,2014,02,25807,2014_02
681,De_Soto_NMEM,2013,02,31261,2013_02
682,Death_Valley_NP,2016,02,93970,2016_02
683,Death_Valley_NP,2015,02,75606,2015_02
684,Death_Valley_NP,2014,02,66371,2014_02
685,Death_Valley_NP,2013,02,69596,2013_02
686,Delaware_Water_Gap_NRA,2016,02,138489,2016_02
687,Delaware_Water_Gap_NRA,2015,02,134974,2015_02
688,Delaware_Water_Gap_NRA,2014,02,340610,2014_02
689,Delaware_Water_Gap_NRA,2013,02,251736,2013_02
690,Denali_NP_&_PRES,2016,02,1303,2016_02
691,Denali_NP_&_PRES,2015,02,851,2015_02
692,Denali_NP_&_PRES,2014,02,1019,2014_02
693,Denali_NP_&_PRES,2013,02,1001,2013_02
694,Devils_Postpile_NM,2016,02,0,2016_02
695,Devils_Postpile_NM,2015,02,0,2015_02
696,Devils_Postpile_NM,2014,02,0,2014_02
697,Devils_Postpile_NM,2013,02,0,2013_02
698,San_Juan_NHS,2016,03,186127,2016_03
699,San_Juan_NHS,2015,03,180833,2015_03
700,San_Juan_NHS,2014,03,165171,2014_03
701,San_Juan_NHS,2013,03,169908,2013_03
702,Abraham_Lincoln_Birthplace_NHP_(ABLI),2016,03,13005,2016_03
703,Abraham_Lincoln_Birthplace_NHP_(ABLI),2015,03,6552,2015_03
704,Abraham_Lincoln_Birthplace_NHP_(ABLI),2014,03,9564,2014_03
705,Abraham_Lincoln_Birthplace_NHP_(ABLI),2013,03,10482,2013_03
706,Acadia_NP_(ACAD),2016,03,28121,2016_03
707,Acadia_NP_(ACAD),2015,03,18062,2015_03
708,Acadia_NP_(ACAD),2014,03,17502,2014_03
709,Acadia_NP_(ACAD),2013,03,20631,2013_03
710,Adams_NHP,2016,03,0,2016_03
711,Adams_NHP,2015,03,159,2015_03
712,Adams_NHP,2014,03,738,2014_03
713,Adams_NHP,2013,03,113,2013_03
714,African_Burial_Ground_NM_(AFBG),2016,03,3817,2016_03
715,African_Burial_Ground_NM_(AFBG),2015,03,1529,2015_03
716,African_Burial_Ground_NM_(AFBG),2014,03,1901,2014_03
717,African_Burial_Ground_NM_(AFBG),2013,03,5806,2013_03
718,Agate_Fossil_Beds_NM,2016,03,405,2016_03
719,Agate_Fossil_Beds_NM,2015,03,361,2015_03
720,Agate_Fossil_Beds_NM,2014,03,229,2014_03
721,Agate_Fossil_Beds_NM,2013,03,292,2013_03
722,Alibates_Flint_Quarries_NM_(ALFL),2016,03,819,2016_03
723,Alibates_Flint_Quarries_NM_(ALFL),2015,03,267,2015_03
724,Alibates_Flint_Quarries_NM_(ALFL),2014,03,377,2014_03
725,Alibates_Flint_Quarries_NM_(ALFL),2013,03,243,2013_03
726,Allegheny_Portage_Railroad_NHS_(ALPO),2016,03,15865,2016_03
727,Allegheny_Portage_Railroad_NHS_(ALPO),2015,03,12251,2015_03
728,Allegheny_Portage_Railroad_NHS_(ALPO),2014,03,10003,2014_03
729,Allegheny_Portage_Railroad_NHS_(ALPO),2013,03,6410,2013_03
730,Amistad_NRA_(AMIS),2016,03,114281,2016_03
731,Amistad_NRA_(AMIS),2015,03,164977,2015_03
732,Amistad_NRA_(AMIS),2014,03,103882,2014_03
733,Amistad_NRA_(AMIS),2013,03,127171,2013_03
734,Andersonville_NHS_(ANDE),2016,03,13240,2016_03
735,Andersonville_NHS_(ANDE),2015,03,12036,2015_03
736,Andersonville_NHS_(ANDE),2014,03,11417,2014_03
737,Andersonville_NHS_(ANDE),2013,03,11986,2013_03
738,Andrew_Johnson_NHS,2016,03,3371,2016_03
739,Andrew_Johnson_NHS,2015,03,2777,2015_03
740,Andrew_Johnson_NHS,2014,03,3260,2014_03
741,Andrew_Johnson_NHS,2013,03,3407,2013_03
743,Aniakchak_NM_&_PRES_(ANIA),2015,03,0,2015_03
744,Aniakchak_NM_&_PRES_(ANIA),2014,03,0,2014_03
745,Aniakchak_NM_&_PRES_(ANIA),2013,03,0,2013_03
746,Antietam_NB_(ANTI),2016,03,22624,2016_03
747,Antietam_NB_(ANTI),2015,03,15558,2015_03
748,Antietam_NB_(ANTI),2014,03,15327,2014_03
749,Antietam_NB_(ANTI),2013,03,22256,2013_03
750,Apostle_Islands_NL_(APIS),2016,03,2515,2016_03
751,Apostle_Islands_NL_(APIS),2015,03,35092,2015_03
752,Apostle_Islands_NL_(APIS),2014,03,65536,2014_03
753,Apostle_Islands_NL_(APIS),2013,03,1473,2013_03
754,Appomattox_Court_House_NHP_(APCO),2016,03,26491,2016_03
755,Appomattox_Court_House_NHP_(APCO),2015,03,14118,2015_03
756,Appomattox_Court_House_NHP_(APCO),2014,03,12859,2014_03
757,Appomattox_Court_House_NHP_(APCO),2013,03,18604,2013_03
758,Arches_NP_(ARCH),2016,03,119122,2016_03
759,Arches_NP_(ARCH),2015,03,103649,2015_03
760,Arches_NP_(ARCH),2014,03,89841,2014_03
761,Arches_NP_(ARCH),2013,03,73935,2013_03
762,Arkansas_Post_NMEM_(ARPO),2016,03,3129,2016_03
763,Arkansas_Post_NMEM_(ARPO),2015,03,3428,2015_03
764,Arkansas_Post_NMEM_(ARPO),2014,03,2429,2014_03
765,Arkansas_Post_NMEM_(ARPO),2013,03,2393,2013_03
766,Arlington_House_The_R.E._Lee_MEM_(ARHO),2016,03,67212,2016_03
767,Arlington_House_The_R.E._Lee_MEM_(ARHO),2015,03,55138,2015_03
768,Arlington_House_The_R.E._Lee_MEM_(ARHO),2014,03,46735,2014_03
769,Arlington_House_The_R.E._Lee_MEM_(ARHO),2013,03,83528,2013_03
770,Assateague_Island_NS_(ASIS),2016,03,89976,2016_03
771,Assateague_Island_NS_(ASIS),2015,03,56740,2015_03
772,Assateague_Island_NS_(ASIS),2014,03,52653,2014_03
773,Assateague_Island_NS_(ASIS),2013,03,65973,2013_03
774,Aztec_Ruins_NM_(AZRU),2016,03,4296,2016_03
775,Aztec_Ruins_NM_(AZRU),2015,03,3426,2015_03
776,Aztec_Ruins_NM_(AZRU),2014,03,2683,2014_03
777,Aztec_Ruins_NM_(AZRU),2013,03,2589,2013_03
778,Badlands_NP_(BADL),2016,03,20501,2016_03
779,Badlands_NP_(BADL),2015,03,21924,2015_03
780,Badlands_NP_(BADL),2014,03,15898,2014_03
781,Badlands_NP_(BADL),2013,03,18258,2013_03
782,Bandelier_NM_(BAND),2016,03,16166,2016_03
783,Bandelier_NM_(BAND),2015,03,11702,2015_03
784,Bandelier_NM_(BAND),2014,03,12755,2014_03
785,Bandelier_NM_(BAND),2013,03,12916,2013_03
786,Bent's_Old_Fort_NHS_(BEOL),2016,03,2136,2016_03
787,Bent's_Old_Fort_NHS_(BEOL),2015,03,1577,2015_03
788,Bent's_Old_Fort_NHS_(BEOL),2014,03,1331,2014_03
789,Bent's_Old_Fort_NHS_(BEOL),2013,03,1129,2013_03
790,Bering_Land_Bridge_NPRES_(BELA),2016,03,292,2016_03
791,Bering_Land_Bridge_NPRES_(BELA),2015,03,292,2015_03
792,Bering_Land_Bridge_NPRES_(BELA),2014,03,292,2014_03
793,Bering_Land_Bridge_NPRES_(BELA),2013,03,292,2013_03
794,Big_Bend_NP_(BIBE),2016,03,54642,2016_03
795,Big_Bend_NP_(BIBE),2015,03,68292,2015_03
796,Big_Bend_NP_(BIBE),2014,03,53839,2014_03
797,Big_Bend_NP_(BIBE),2013,03,39336,2013_03
798,Big_Cypress_NPRES_(BICY),2016,03,161649,2016_03
799,Big_Cypress_NPRES_(BICY),2015,03,153084,2015_03
800,Big_Cypress_NPRES_(BICY),2014,03,136666,2014_03
801,Big_Cypress_NPRES_(BICY),2013,03,121425,2013_03
802,Big_Hole_NB_(BIHO),2016,03,673,2016_03
803,Big_Hole_NB_(BIHO),2015,03,822,2015_03
804,Big_Hole_NB_(BIHO),2014,03,410,2014_03
805,Big_Hole_NB_(BIHO),2013,03,574,2013_03
806,Big_South_Fork_NRRA_(BISO),2016,03,41502,2016_03
807,Big_South_Fork_NRRA_(BISO),2015,03,35906,2015_03
808,Big_South_Fork_NRRA_(BISO),2014,03,30888,2014_03
809,Big_South_Fork_NRRA_(BISO),2013,03,28100,2013_03
810,Big_Thicket_NPRES_(BITH),2016,03,5831,2016_03
811,Big_Thicket_NPRES_(BITH),2015,03,6018,2015_03
812,Big_Thicket_NPRES_(BITH),2014,03,5617,2014_03
813,Big_Thicket_NPRES_(BITH),2013,03,6110,2013_03
814,Bighorn_Canyon_NRA,2016,03,8821,2016_03
815,Bighorn_Canyon_NRA,2015,03,8819,2015_03
816,Bighorn_Canyon_NRA,2014,03,6930,2014_03
817,Bighorn_Canyon_NRA,2013,03,9850,2013_03
818,Biscayne_NP,2016,03,43331,2016_03
819,Biscayne_NP,2015,03,49590,2015_03
820,Biscayne_NP,2014,03,40131,2014_03
821,Biscayne_NP,2013,03,38524,2013_03
822,Black_Canyon_of_the_Gunnison_NP,2016,03,2850,2016_03
823,Black_Canyon_of_the_Gunnison_NP,2015,03,5968,2015_03
824,Black_Canyon_of_the_Gunnison_NP,2014,03,4302,2014_03
825,Black_Canyon_of_the_Gunnison_NP,2013,03,6698,2013_03
826,Blue_Ridge_PKWY,2016,03,839602,2016_03
827,Blue_Ridge_PKWY,2015,03,565341,2015_03
828,Blue_Ridge_PKWY,2014,03,485618,2014_03
829,Blue_Ridge_PKWY,2013,03,402981,2013_03
830,Bluestone_NSR,2016,03,251,2016_03
831,Bluestone_NSR,2015,03,242,2015_03
832,Bluestone_NSR,2014,03,180,2014_03
833,Bluestone_NSR,2013,03,150,2013_03
834,Booker_T._Washington_NM,2016,03,1456,2016_03
835,Booker_T._Washington_NM,2015,03,1689,2015_03
836,Booker_T._Washington_NM,2014,03,1746,2014_03
837,Booker_T._Washington_NM,2013,03,1499,2013_03
838,Boston_African_American_NHS,2016,03,5587,2016_03
839,Boston_African_American_NHS,2015,03,5402,2015_03
840,Boston_African_American_NHS,2014,03,5290,2014_03
841,Boston_African_American_NHS,2013,03,4840,2013_03
842,Boston_NHP,2016,03,135987,2016_03
843,Boston_NHP,2015,03,155517,2015_03
844,Boston_NHP,2014,03,119140,2014_03
845,Boston_NHP,2013,03,148417,2013_03
846,Brown_v._Board_of_Education_NHS,2016,03,3258,2016_03
847,Brown_v._Board_of_Education_NHS,2015,03,2886,2015_03
848,Brown_v._Board_of_Education_NHS,2014,03,2530,2014_03
849,Brown_v._Board_of_Education_NHS,2013,03,2189,2013_03
850,Bryce_Canyon_NP,2016,03,92080,2016_03
851,Bryce_Canyon_NP,2015,03,63170,2015_03
852,Bryce_Canyon_NP,2014,03,53422,2014_03
853,Bryce_Canyon_NP,2013,03,51205,2013_03
854,Buck_Island_Reef_NM,2016,03,5051,2016_03
855,Buck_Island_Reef_NM,2015,03,5265,2015_03
856,Buck_Island_Reef_NM,2014,03,4534,2014_03
857,Buck_Island_Reef_NM,2013,03,4410,2013_03
858,Buffalo_NR,2016,03,95899,2016_03
859,Buffalo_NR,2015,03,74457,2015_03
860,Buffalo_NR,2014,03,75325,2014_03
861,Buffalo_NR,2013,03,82480,2013_03
862,Cabrillo_NM,2016,03,84463,2016_03
863,Cabrillo_NM,2015,03,86890,2015_03
864,Cabrillo_NM,2014,03,75497,2014_03
865,Cabrillo_NM,2013,03,79253,2013_03
866,Canaveral_NS,2016,03,181932,2016_03
867,Canaveral_NS,2015,03,200878,2015_03
868,Canaveral_NS,2014,03,145992,2014_03
869,Canaveral_NS,2013,03,93937,2013_03
870,Cane_River_Creole_NHP,2016,03,1375,2016_03
871,Cane_River_Creole_NHP,2015,03,3314,2015_03
872,Cane_River_Creole_NHP,2014,03,2644,2014_03
873,Cane_River_Creole_NHP,2013,03,2483,2013_03
874,Canyon_de_Chelly_NM,2016,03,21092,2016_03
875,Canyon_de_Chelly_NM,2015,03,62087,2015_03
876,Canyon_de_Chelly_NM,2014,03,62278,2014_03
877,Canyon_de_Chelly_NM,2013,03,62329,2013_03
878,Canyonlands_NP,2016,03,47993,2016_03
879,Canyonlands_NP,2015,03,47529,2015_03
880,Canyonlands_NP,2014,03,44311,2014_03
881,Canyonlands_NP,2013,03,35930,2013_03
882,Cape_Cod_NS,2016,03,207251,2016_03
883,Cape_Cod_NS,2015,03,126270,2015_03
884,Cape_Cod_NS,2014,03,154928,2014_03
885,Cape_Cod_NS,2013,03,182815,2013_03
886,Cape_Hatteras_NS,2016,03,127642,2016_03
887,Cape_Hatteras_NS,2015,03,104407,2015_03
888,Cape_Hatteras_NS,2014,03,103493,2014_03
889,Cape_Hatteras_NS,2013,03,104550,2013_03
890,Cape_Lookout_NS,2016,03,8611,2016_03
891,Cape_Lookout_NS,2015,03,12835,2015_03
892,Cape_Lookout_NS,2014,03,13167,2014_03
893,Cape_Lookout_NS,2013,03,16374,2013_03
894,Capitol_Reef_NP,2016,03,63776,2016_03
895,Capitol_Reef_NP,2015,03,49126,2015_03
896,Capitol_Reef_NP,2014,03,40384,2014_03
897,Capitol_Reef_NP,2013,03,39512,2013_03
898,Capulin_Volcano_NM,2016,03,4865,2016_03
899,Capulin_Volcano_NM,2015,03,4369,2015_03
900,Capulin_Volcano_NM,2014,03,3758,2014_03
901,Capulin_Volcano_NM,2013,03,3525,2013_03
902,Carl_Sandburg_Home_NHS,2016,03,13098,2016_03
903,Carl_Sandburg_Home_NHS,2015,03,9558,2015_03
904,Carl_Sandburg_Home_NHS,2014,03,7492,2014_03
905,Carl_Sandburg_Home_NHS,2013,03,10230,2013_03
906,Carlsbad_Caverns_NP,2016,03,51157,2016_03
907,Carlsbad_Caverns_NP,2015,03,49677,2015_03
908,Carlsbad_Caverns_NP,2014,03,43129,2014_03
909,Carlsbad_Caverns_NP,2013,03,49637,2013_03
910,Casa_Grande_Ruins_NM,2016,03,13351,2016_03
911,Casa_Grande_Ruins_NM,2015,03,13564,2015_03
912,Casa_Grande_Ruins_NM,2014,03,12425,2014_03
913,Casa_Grande_Ruins_NM,2013,03,12138,2013_03
914,Castillo_de_San_Marcos_NM,2016,03,104286,2016_03
915,Castillo_de_San_Marcos_NM,2015,03,89398,2015_03
916,Castillo_de_San_Marcos_NM,2014,03,90630,2014_03
917,Castillo_de_San_Marcos_NM,2013,03,106558,2013_03
918,Castle_Clinton_NM,2016,03,364754,2016_03
919,Castle_Clinton_NM,2015,03,276799,2015_03
920,Castle_Clinton_NM,2014,03,271816,2014_03
921,Castle_Clinton_NM,2013,03,0,2013_03
922,Catoctin_Mountain_Park,2016,03,17267,2016_03
923,Catoctin_Mountain_Park,2015,03,18102,2015_03
924,Catoctin_Mountain_Park,2014,03,10320,2014_03
925,Catoctin_Mountain_Park,2013,03,18682,2013_03
926,Cedar_Breaks_NM,2016,03,17876,2016_03
927,Cedar_Breaks_NM,2015,03,6571,2015_03
928,Cedar_Breaks_NM,2014,03,8502,2014_03
929,Cedar_Breaks_NM,2013,03,6648,2013_03
930,Cesar_E._Chavez_NM,2016,03,2048,2016_03
931,Cesar_E._Chavez_NM,2015,03,845,2015_03
932,Cesar_E._Chavez_NM,2014,03,3046,2014_03
933,Cesar_E._Chavez_NM,2013,03,644,2013_03
934,Chaco_Culture_NHP,2016,03,4680,2016_03
935,Chaco_Culture_NHP,2015,03,2575,2015_03
936,Chaco_Culture_NHP,2014,03,3408,2014_03
937,Chaco_Culture_NHP,2013,03,3560,2013_03
938,Chamizal_NMEM,2016,03,6478,2016_03
939,Chamizal_NMEM,2015,03,7583,2015_03
940,Chamizal_NMEM,2014,03,9482,2014_03
941,Chamizal_NMEM,2013,03,13196,2013_03
942,Channel_Islands_NP,2016,03,28054,2016_03
943,Channel_Islands_NP,2015,03,29901,2015_03
944,Channel_Islands_NP,2014,03,32109,2014_03
945,Channel_Islands_NP,2013,03,15541,2013_03
946,Charles_Pinckney_NHS,2016,03,5198,2016_03
947,Charles_Pinckney_NHS,2015,03,4900,2015_03
948,Charles_Pinckney_NHS,2014,03,5630,2014_03
